timestamp,buyer,seller,symbol,currency,price,quantity
0,Paris,Charlie,BANANAS,SEASHELLS,5003,1
0,Paris,Penelope,PEARLS,SEASHELLS,9996,1
0,Caesar,Penelope,PEARLS,SEASHELLS,9996,1
1100,Camilla,Paris,BANANAS,SEASHELLS,4998,1
1300,Charlie,Penelope,BANANAS,SEASHELLS,5000,4
1300,Caesar,Penelope,BANANAS,SEASHELLS,5000,3
1400,Charlie,Penelope,BANANAS,SEASHELLS,4997,10
1500,Paris,Charlie,BANANAS,SEASHELLS,5004,1
1500,Paris,Caesar,PEARLS,SEASHELLS,10004,1
1800,Paris,Charlie,BANANAS,SEASHELLS,5003,1
2000,Paris,Charlie,BANANAS,SEASHELLS,5002,1
2500,Charlie,Paris,PEARLS,SEASHELLS,9998,1
3200,Charlie,Paris,BANANAS,SEASHELLS,4996,1
3200,Caesar,Paris,PEARLS,SEASHELLS,9996,1
3300,Charlie,Paris,PEARLS,SEASHELLS,9995,2
3300,Charlie,Paris,BANANAS,SEASHELLS,4996,2
3600,Penelope,Charlie,PEARLS,SEASHELLS,10005,6
3900,Paris,Charlie,BANANAS,SEASHELLS,5002,1
4000,Camilla,Pablo,PEARLS,SEASHELLS,9998,1
4200,Camilla,Paris,BANANAS,SEASHELLS,4996,1
4200,Penelope,Caesar,PEARLS,SEASHELLS,10004,2
4200,Penelope,Charlie,PEARLS,SEASHELLS,10004,1
6400,Charlie,Paris,BANANAS,SEASHELLS,4995,1
6600,Caesar,Paris,BANANAS,SEASHELLS,4995,1
6700,Camilla,Paris,PEARLS,SEASHELLS,9998,2
6700,Camilla,Paris,BANANAS,SEASHELLS,4996,2
6900,Pablo,Charlie,BANANAS,SEASHELLS,4999,1
6900,Pablo,Camilla,BANANAS,SEASHELLS,4999,1
7300,Caesar,Paris,BANANAS,SEASHELLS,4995,1
7400,Paris,Camilla,BANANAS,SEASHELLS,5000,1
7400,Paris,Pablo,BANANAS,SEASHELLS,4996,1
7400,Paris,Camilla,PEARLS,SEASHELLS,10002,1
7500,Paris,Charlie,PEARLS,SEASHELLS,10002,1
8200,Paris,Camilla,BANANAS,SEASHELLS,5000,1
8600,Paris,Camilla,BANANAS,SEASHELLS,4999,1
8600,Paris,Camilla,PEARLS,SEASHELLS,10002,1
8700,Paris,Camilla,PEARLS,SEASHELLS,10002,2
8700,Paris,Camilla,BANANAS,SEASHELLS,4999,2
8800,Paris,Charlie,PEARLS,SEASHELLS,10002,1
8800,Paris,Charlie,BANANAS,SEASHELLS,4999,1
9600,Caesar,Penelope,PEARLS,SEASHELLS,10000,3
10100,Caesar,Paris,PEARLS,SEASHELLS,9998,1
10200,Caesar,Paris,PEARLS,SEASHELLS,9996,1
10200,Charlie,Paris,BANANAS,SEASHELLS,4994,1
10500,Pablo,Charlie,BANANAS,SEASHELLS,4999,5
11100,Paris,Charlie,BANANAS,SEASHELLS,5001,2
11100,Paris,Charlie,PEARLS,SEASHELLS,10005,2
11300,Charlie,Paris,BANANAS,SEASHELLS,4994,1
11400,Charlie,Paris,BANANAS,SEASHELLS,4995,1
12800,Charlie,Gary,BANANAS,SEASHELLS,4994,13
12900,Paris,Camilla,BANANAS,SEASHELLS,4999,1
13000,Charlie,Paris,PEARLS,SEASHELLS,9998,1
13500,Camilla,Paris,BANANAS,SEASHELLS,4993,1
13600,Caesar,Paris,PEARLS,SEASHELLS,9998,1
13900,Charlie,Paris,BANANAS,SEASHELLS,4992,2
13900,Caesar,Paris,PEARLS,SEASHELLS,9996,1
13900,Charlie,Paris,PEARLS,SEASHELLS,9996,1
14000,Penelope,Charlie,PEARLS,SEASHELLS,10005,7
14300,Charlie,Paris,BANANAS,SEASHELLS,4992,1
15000,Charlie,Paris,BANANAS,SEASHELLS,4992,1
15100,Penelope,Charlie,PEARLS,SEASHELLS,10005,4
15400,Pablo,Camilla,PEARLS,SEASHELLS,10002,5
15800,Gina,Charlie,BANANAS,SEASHELLS,4996,8
15800,Gina,Camilla,BANANAS,SEASHELLS,4996,2
16500,Gary,Camilla,BANANAS,SEASHELLS,4995,9
16500,Gary,Charlie,BANANAS,SEASHELLS,4995,5
16700,Charlie,Caesar,BANANAS,SEASHELLS,4994,4
16800,Penelope,Charlie,BANANAS,SEASHELLS,4999,2
17300,Paris,Camilla,PEARLS,SEASHELLS,10002,1
17800,Pablo,Charlie,BANANAS,SEASHELLS,4995,5
18100,Caesar,Paris,BANANAS,SEASHELLS,4992,1
18200,Charlie,Caesar,BANANAS,SEASHELLS,4994,5
18200,Camilla,Paris,PEARLS,SEASHELLS,9998,1
18300,Paris,Charlie,PEARLS,SEASHELLS,10005,2
18300,Camilla,Paris,PEARLS,SEASHELLS,9998,1
18300,Paris,Charlie,BANANAS,SEASHELLS,4998,2
18500,Penelope,Charlie,PEARLS,SEASHELLS,10005,5
18600,Charlie,Paris,BANANAS,SEASHELLS,4993,1
19200,Charlie,Paris,BANANAS,SEASHELLS,4992,1
19400,Camilla,Paris,BANANAS,SEASHELLS,4991,1
19500,Paris,Charlie,PEARLS,SEASHELLS,10002,1
19600,Pablo,Charlie,BANANAS,SEASHELLS,4995,1
19600,Pablo,Charlie,PEARLS,SEASHELLS,10002,1
19900,Paris,Charlie,PEARLS,SEASHELLS,10002,1
20200,Pablo,Charlie,PEARLS,SEASHELLS,10002,1
20300,Penelope,Caesar,BANANAS,SEASHELLS,4998,1
20300,Paris,Charlie,BANANAS,SEASHELLS,4997,1
20300,Penelope,Charlie,BANANAS,SEASHELLS,4998,5
20300,Pablo,Charlie,BANANAS,SEASHELLS,4996,5
20400,Charlie,Penelope,BANANAS,SEASHELLS,4992,2
20600,Charlie,Paris,PEARLS,SEASHELLS,9998,1
20600,Charlie,Gary,PEARLS,SEASHELLS,9995,9
20900,Paris,Charlie,BANANAS,SEASHELLS,4998,1
20900,Paris,Paris,PEARLS,SEASHELLS,9998,1
21300,Paris,Camilla,BANANAS,SEASHELLS,4996,1
21300,Paris,Camilla,PEARLS,SEASHELLS,10002,1
22300,Charlie,Paris,BANANAS,SEASHELLS,4990,1
22700,Gary,Pablo,PEARLS,SEASHELLS,9998,1
23000,Gina,Pablo,PEARLS,SEASHELLS,9998,4
23100,Paris,Pablo,BANANAS,SEASHELLS,4990,1
23300,Caesar,Pablo,PEARLS,SEASHELLS,9998,2
23900,Charlie,Pablo,PEARLS,SEASHELLS,9998,3
23900,Charlie,Penelope,PEARLS,SEASHELLS,9995,8
24300,Paris,Penelope,PEARLS,SEASHELLS,10002,1
24500,Paris,Charlie,BANANAS,SEASHELLS,4993,1
24600,Gary,Charlie,BANANAS,SEASHELLS,4994,16
24600,Charlie,Penelope,PEARLS,SEASHELLS,9996,2
24600,Caesar,Penelope,PEARLS,SEASHELLS,9996,2
25100,Paris,Charlie,BANANAS,SEASHELLS,4992,1
25100,Paris,Charlie,PEARLS,SEASHELLS,10002,1
25600,Paris,Caesar,PEARLS,SEASHELLS,10004,2
25600,Paris,Charlie,BANANAS,SEASHELLS,4993,2
25700,Gina,Camilla,PEARLS,SEASHELLS,10002,8
25700,Gina,Charlie,PEARLS,SEASHELLS,10002,3
26300,Camilla,Paris,BANANAS,SEASHELLS,4986,1
26400,Charlie,Paris,BANANAS,SEASHELLS,4985,1
26400,Gary,Charlie,PEARLS,SEASHELLS,10005,9
26600,Gary,Charlie,BANANAS,SEASHELLS,4991,15
26700,Paris,Charlie,BANANAS,SEASHELLS,4990,1
27000,Paris,Charlie,PEARLS,SEASHELLS,10002,1
27200,Charlie,Paris,BANANAS,SEASHELLS,4985,1
27700,Charlie,Pablo,PEARLS,SEASHELLS,9998,1
27700,Caesar,Pablo,PEARLS,SEASHELLS,9998,3
27900,Pablo,Charlie,PEARLS,SEASHELLS,10002,4
28000,Paris,Charlie,PEARLS,SEASHELLS,10005,1
28000,Paris,Charlie,BANANAS,SEASHELLS,4991,1
28300,Charlie,Gina,BANANAS,SEASHELLS,4985,12
28300,Paris,Pablo,PEARLS,SEASHELLS,9998,1
28300,Paris,Pablo,BANANAS,SEASHELLS,4985,1
28300,Charlie,Pablo,PEARLS,SEASHELLS,9998,2
28300,Charlie,Pablo,BANANAS,SEASHELLS,4985,2
28500,Charlie,Pablo,BANANAS,SEASHELLS,4985,3
28600,Penelope,Charlie,BANANAS,SEASHELLS,4989,1
28600,Penelope,Camilla,BANANAS,SEASHELLS,4989,2
28600,Charlie,Paris,PEARLS,SEASHELLS,9998,1
29400,Paris,Charlie,PEARLS,SEASHELLS,10005,2
29400,Paris,Charlie,BANANAS,SEASHELLS,4990,2
29500,Camilla,Pablo,PEARLS,SEASHELLS,9998,3
29500,Charlie,Pablo,PEARLS,SEASHELLS,9998,2
29900,Pablo,Charlie,BANANAS,SEASHELLS,4989,5
29900,Paris,Charlie,BANANAS,SEASHELLS,4990,1
30300,Paris,Camilla,BANANAS,SEASHELLS,4989,1
30400,Charlie,Paris,BANANAS,SEASHELLS,4984,1
30400,Penelope,Caesar,PEARLS,SEASHELLS,10004,1
30400,Penelope,Charlie,PEARLS,SEASHELLS,10004,6
30900,Camilla,Paris,BANANAS,SEASHELLS,4984,1
31000,Caesar,Paris,PEARLS,SEASHELLS,9996,1
31000,Charlie,Paris,BANANAS,SEASHELLS,4984,1
