timestamp,buyer,seller,symbol,currency,price,quantity
0,Paris,Caesar,PEARLS,SEASHELLS,10004.0,1
0,Paris,Charlie,BANANAS,SEASHELLS,4952.0,1
1100,Caesar,Gary,PEARLS,SEASHELLS,9996.0,2
1300,Pablo,Caesar,BANANAS,SEASHELLS,4949.0,3
1600,Charlie,Pablo,COCONUTS,SEASHELLS,8000.0,30
1700,Paris,Camilla,PEARLS,SEASHELLS,10002.0,1
1800,Paris,Charlie,PEARLS,SEASHELLS,10002.0,1
1900,Paris,Charlie,BANANAS,SEASHELLS,4950.0,1
2000,Charlie,Paris,PEARLS,SEASHELLS,9998.0,1
2400,Caesar,Paris,BANANAS,SEASHELLS,4947.0,1
2500,Charlie,Caesar,BANANAS,SEASHELLS,4949.0,2
2800,Charlie,Peter,COCONUTS,SEASHELLS,7997.0,10
2900,Caesar,Gary,PEARLS,SEASHELLS,9996.0,1
2900,Charlie,Gary,PEARLS,SEASHELLS,9996.0,11
3000,Paris,Charlie,BANANAS,SEASHELLS,4953.0,1
3000,Paris,Charlie,PEARLS,SEASHELLS,10005.0,1
3100,Caesar,Paris,PEARLS,SEASHELLS,9996.0,2
3100,Charlie,Paris,BANANAS,SEASHELLS,4947.0,2
3200,Caesar,Paris,PEARLS,SEASHELLS,9996.0,1
3200,Charlie,Paris,BANANAS,SEASHELLS,4947.0,1
3200,Caesar,Paris,BANANAS,SEASHELLS,4947.0,1
3200,Charlie,Paris,PEARLS,SEASHELLS,9996.0,1
3400,Caesar,Caesar,COCONUTS,SEASHELLS,7996.0,40
3700,Paris,Charlie,PEARLS,SEASHELLS,10002.0,1
3800,Gary,Charlie,BANANAS,SEASHELLS,4952.0,9
3800,Gary,Paris,BANANAS,SEASHELLS,4952.0,1
3800,Caesar,Paris,PEARLS,SEASHELLS,9996.0,1
3800,Gary,Camilla,BANANAS,SEASHELLS,4952.0,10
4200,Caesar,Penelope,PEARLS,SEASHELLS,9996.0,2
4300,Paris,Paris,BANANAS,SEASHELLS,4951.0,1
4300,Charlie,Paris,PEARLS,SEASHELLS,9995.0,2
4500,Charlie,Paris,BANANAS,SEASHELLS,4946.0,1
4800,Paris,Caesar,BANANAS,SEASHELLS,4952.0,2
4800,Paris,Caesar,PEARLS,SEASHELLS,10004.0,2
4900,Gary,Camilla,BANANAS,SEASHELLS,4950.0,7
4900,Gary,Charlie,BANANAS,SEASHELLS,4950.0,9
5100,Pablo,Caesar,BANANAS,SEASHELLS,4951.0,4
5200,Charlie,Peter,COCONUTS,SEASHELLS,7997.0,9
5300,Paris,Charlie,BANANAS,SEASHELLS,4952.0,1
5700,Camilla,Paris,BANANAS,SEASHELLS,4948.0,1
6100,Charlie,Paris,BANANAS,SEASHELLS,4948.0,1
6500,Charlie,Paris,PEARLS,SEASHELLS,9998.0,1
6600,Gary,Caesar,PEARLS,SEASHELLS,10004.0,2
6700,Pablo,Camilla,PEARLS,SEASHELLS,10002.0,3
6900,Paris,Camilla,BANANAS,SEASHELLS,4952.0,1
6900,Paris,Camilla,PEARLS,SEASHELLS,10002.0,1
7000,Paris,Charlie,BANANAS,SEASHELLS,4954.0,2
7000,Paris,Charlie,PEARLS,SEASHELLS,10005.0,2
7200,Peter,Charlie,PINA_COLADAS,SEASHELLS,15015.0,4
7200,Camilla,Penelope,BANANAS,SEASHELLS,4948.0,5
7300,Paris,Caesar,PEARLS,SEASHELLS,10004.0,2
7300,Paris,Charlie,BANANAS,SEASHELLS,4954.0,2
7400,Charlie,Paris,BANANAS,SEASHELLS,4947.0,1
7700,Charlie,Paris,BANANAS,SEASHELLS,4946.0,1
8100,Caesar,Gary,PEARLS,SEASHELLS,9996.0,1
8100,Paris,Gary,PEARLS,SEASHELLS,9996.0,1
8100,Caesar,Pablo,PINA_COLADAS,SEASHELLS,15011.0,6
8100,Paris,Charlie,BANANAS,SEASHELLS,4952.0,1
8600,Charlie,Paris,BANANAS,SEASHELLS,4944.0,1
8800,Charlie,Caesar,BANANAS,SEASHELLS,4948.0,1
8800,Charlie,Paris,PEARLS,SEASHELLS,9998.0,1
9200,Paris,Charlie,BANANAS,SEASHELLS,4951.0,1
10300,Camilla,Paris,PEARLS,SEASHELLS,9998.0,1
10300,Paris,Caesar,BANANAS,SEASHELLS,4951.0,1
10300,Charlie,Caesar,BANANAS,SEASHELLS,4948.0,1
10300,Charlie,Peter,PINA_COLADAS,SEASHELLS,15027.0,4
10400,Paris,Charlie,PEARLS,SEASHELLS,10002.0,1
10800,Gary,Charlie,PEARLS,SEASHELLS,10004.0,10
10800,Gary,Caesar,PEARLS,SEASHELLS,10004.0,2
11100,Charlie,Penelope,PEARLS,SEASHELLS,9998.0,4
11100,Camilla,Penelope,PEARLS,SEASHELLS,9998.0,3
11400,Caesar,Paris,PEARLS,SEASHELLS,9996.0,1
11400,Charlie,Paris,BANANAS,SEASHELLS,4945.0,2
11400,Caesar,Peter,COCONUTS,SEASHELLS,8004.0,10
11500,Pablo,Camilla,PEARLS,SEASHELLS,10002.0,2
11800,Paris,Charlie,BANANAS,SEASHELLS,4950.0,1
