timestamp,buyer,seller,symbol,currency,price,quantity
100,,,PEARLS,SEASHELLS,10002,1
200,,,PEARLS,SEASHELLS,10002,1
300,,,PEARLS,SEASHELLS,10002,1
400,,,PEARLS,SEASHELLS,9998,2
400,,,PEARLS,SEASHELLS,9998,1
500,,,PEARLS,SEASHELLS,9998,2
500,,,PEARLS,SEASHELLS,9998,1
500,,,BANANAS,SEASHELLS,4952,9
600,,,PEARLS,SEASHELLS,10004,1
600,,,PEARLS,SEASHELLS,10002,1
600,,,BANANAS,SEASHELLS,4952,1
700,,,PEARLS,SEASHELLS,10004,1
700,,,PEARLS,SEASHELLS,10002,1
700,,,BANANAS,SEASHELLS,4952,1
800,,,PEARLS,SEASHELLS,10004,1
800,,,PEARLS,SEASHELLS,10002,1
800,,,BANANAS,SEASHELLS,4952,1
900,,,PEARLS,SEASHELLS,10004,1
900,,,PEARLS,SEASHELLS,10002,1
900,,,BANANAS,SEASHELLS,4952,1
1000,,,PEARLS,SEASHELLS,10004,1
1000,,,PEARLS,SEASHELLS,10002,1
1000,,,BANANAS,SEASHELLS,4952,1
1100,,,PEARLS,SEASHELLS,10004,1
1100,,,PEARLS,SEASHELLS,10002,1
1100,,,BANANAS,SEASHELLS,4952,1
1200,,,PEARLS,SEASHELLS,10004,1
1200,,,PEARLS,SEASHELLS,10002,1
1200,,,BANANAS,SEASHELLS,4952,1
1300,,,PEARLS,SEASHELLS,10004,1
1300,,,PEARLS,SEASHELLS,10002,1
1300,,,BANANAS,SEASHELLS,4952,1
1400,,,PEARLS,SEASHELLS,10004,1
1400,,,PEARLS,SEASHELLS,10002,1
1400,,,BANANAS,SEASHELLS,4945,1
1500,,,PEARLS,SEASHELLS,10004,1
1500,,,PEARLS,SEASHELLS,10002,1
1500,,,BANANAS,SEASHELLS,4945,1
1600,,,PEARLS,SEASHELLS,10002,1
1600,,,BANANAS,SEASHELLS,4950,1
1700,,,PEARLS,SEASHELLS,10002,1
1700,,,BANANAS,SEASHELLS,4950,1
1800,,,PEARLS,SEASHELLS,10005,6
1800,,,BANANAS,SEASHELLS,4950,1
1900,,,PEARLS,SEASHELLS,10005,6
1900,,,BANANAS,SEASHELLS,4950,1
2000,,,PEARLS,SEASHELLS,10005,6
2000,,,BANANAS,SEASHELLS,4950,1
2100,,,PEARLS,SEASHELLS,10005,6
2100,,,BANANAS,SEASHELLS,4950,1
2200,,,PEARLS,SEASHELLS,10005,6
2200,,,BANANAS,SEASHELLS,4950,1
2300,,,PEARLS,SEASHELLS,10005,6
2300,,,BANANAS,SEASHELLS,4952,16
2400,,,PEARLS,SEASHELLS,10005,6
2400,,,BANANAS,SEASHELLS,4952,16
2500,,,PEARLS,SEASHELLS,10005,6
2500,,,BANANAS,SEASHELLS,4951,3
2600,,,PEARLS,SEASHELLS,10005,6
2600,,,BANANAS,SEASHELLS,4948,5
2700,,,PEARLS,SEASHELLS,9998,5
2700,,,BANANAS,SEASHELLS,4948,5
2800,,,PEARLS,SEASHELLS,9998,5
2800,,,BANANAS,SEASHELLS,4948,5
2900,,,PEARLS,SEASHELLS,9998,1
2900,,,BANANAS,SEASHELLS,4952,1
3000,,,PEARLS,SEASHELLS,9998,1
3000,,,BANANAS,SEASHELLS,4952,1
3100,,,PEARLS,SEASHELLS,9998,1
3100,,,BANANAS,SEASHELLS,4947,1
3200,,,PEARLS,SEASHELLS,9998,1
3200,,,BANANAS,SEASHELLS,4947,1
3300,,,PEARLS,SEASHELLS,9998,1
3300,,,BANANAS,SEASHELLS,4947,1
3400,,,PEARLS,SEASHELLS,9996,2
3400,,,PEARLS,SEASHELLS,9996,2
3400,,,BANANAS,SEASHELLS,4947,1
3500,,,PEARLS,SEASHELLS,9996,2
3500,,,PEARLS,SEASHELLS,9996,2
3500,,,BANANAS,SEASHELLS,4947,1
3600,,,PEARLS,SEASHELLS,9996,2
3600,,,PEARLS,SEASHELLS,9996,2
3600,,,BANANAS,SEASHELLS,4947,1
3700,,,PEARLS,SEASHELLS,9996,2
3700,,,PEARLS,SEASHELLS,9996,2
